source	target	freq
استاندارد	Istāndārd	4
المعركة	al-maʻrakah	4
الأشغال	al-Ashghāl	4
المعروفة	al-maʻrūfah	4
وفهارس	wa-fahāris	4
استحباب	istiḥbāb	4
الشهور	al-shuhūr	4
أفاضل	afāḍil	4
استخرجه	istakhrajahu	4
نجيم	Nujaym	4
المعلقة	Muʻallaqah	4
مبرد	Mubarrad	4
الجراحية	al-jirāḥīyah	4
وفهرس	wa-fahrasa	4
المعلوف	Maʻlūf	4
مبحث	mabḥath	4
استراباذي	Astarābādhī	4
مباهج	mabāhij	4
المعني	al-Maʻnī	4
المغازلي	al-Maghāzilī	4
مايرهوف	Meyerhof	4
الديارات	al-Diyārāt	4
الديانة	al-diyānah	4
الشنتريني	al-Shantarīnī	4
الشماع	al-Shammāʻ	4
المفصل	al-Mufaṣṣal	4
المعتزلي	al-Muʻtazilī	4
والاخلاق	wa-al-akhlāq	4
نجاشي	Najāshī	4
المطامع	al-maṭāmiʻ	4
مجل	Majlis	4
مجربات	Mujarrabāt	4
وفقهه	wa-fiqhuhu	4
والاحاديث	wa-al-aḥādīth	4
استادي	Ustādī	4
والاحتلال	wa-al-iḥtilāl	4
المطران	al-Muṭrān	4
المطهري	al-Muṭahharī	4
الجزنائي	al-Jaznāʼī	4
الدوله	al-Dawlah	4
وفكر	wa-fakkir	4
وفلسفته	wa-falsafatihi	4
الجزائية	al-jazāʼīyah	4
المعالم	al-Maʻālim	4
الأشربة	al-Ashribah	4
متعب	Mutʻab	4
استانبول	Istānbūl	4
المعتزلة	al-Muʻtazilah	4
ودمعة	wa-damʻat	4
از	az	4
الحديقة	al-Ḥadīqah	4
وأثر	wa-athar	4
وعصره	wa-ʻaṣruhu	4
والأحكام	wa-al-aḥkām	4
والأخبار	wa-al-akhbār	4
المتقين	al-muttaqīn	4
المتكلمين	al-mutakallimīn	4
الطبسي	al-Ṭabasī	4
المتن	al-matn	4
مرزويه	Marzawayh	4
الحبشية	al-Ḥabashīyah	4
وترتيبها	wa-tartībihā	4
المتوسط	al-Mutawassiṭ	4
المتوسطة	al-Mutawassiṭah	4
مرداس	Mirdās	4
مولداً	mawlidan	4
أوانه	awānihi	4
المثل	al-mathal	4
أوائل	awāʼil	4
الحالي	al-ḥālī	4
الدرديري	al-Dardīrī	4
المجذوب	al-Majdhūb	4
الحاكم	al-ḥākim	4
اربري	Arberry	4
ميارة	Mayyārah	4
الضروري	al-ḍarūrī	4
ادوارد	Edward	4
الدروبي	al-Durūbī	4
وأخبارهم	wa-akhbāruhum	4
وعاداتهم	wa-ʻādātihim	4
أيضاً	ayḍan	4
الأرشمندريت	al-Arishmandarīt	4
مواقف	Mawāqif	4
الظاهر	al-Ẓāhir	4
المؤمل	al-muʼammal	4
وأحمد	wa-Aḥmad	4
الطوفان	al-ṭūfān	4
المادة	al-māddah	4
مساء	masāʼ	4
الحجر	al-Ḥajar	4
المبتدأ	al-mubtadaʼ	4
موضوعي	mawḍūʻī	4
الطبقة	al-ṭabaqah	4
ادهمي	Adʹhamī	4
مريض	Marīḍ	4
موظفي	muwaẓẓafī	4
الحجازيات	al-Ḥijāzīyāt	4
الحجازي	al-Ḥijāzī	4
المتبادلة	al-mutabādalah	4
وأثرها	wa-atharuhā	4
الدرهم	al-Dirham	4
مراح	Marāḥ	4
نار	Nār	4
الجوهري	al-Jawharī	4
الدعاية	al-Diʻāyah	4
الصلت	al-Ṣalt	4
مدخل	Madkhal	4
وعمل	wa-ʻamal	4
مخنف	Mikhnaf	4
الدفاتر	al-dafātir	4
مخملباف	Makhmalbāf	4
وديعة	Wadīʻah	4
المدير	al-mudīr	4
وتوضيح	wa-tawḍīḥ	4
ارسوزي	Arsūzī	4
أمر	amr	4
الصفاقسي	al-Ṣafāqisī	4
ارض	Arḍ	4
نابغة	Nābighah	4
مختلق	mukhtalaq	4
المراقب	al-murāqib	4
المراكشية	al-Marrākushīyah	4
نابلس	Nābulus	4
ارماني	Armānī	4
المرقبة	al-Marqabah	4
محممد	Muḥammmad	4
أمينة	Amīnah	4
المحادثات	al-muḥādathāt	4
وديوان	wa-dīwān	4
مراتب	Marātib	4
الحاروني	Ḥārūnī	4
المحامى	al-muḥāmī	4
ميرغني	Mīrghanī	4
المحبة	al-Maḥabbah	4
مذهبي	madhhabī	4
وعلقت	wa-ʻallaqat	4
المحتوي	al-muḥtawī	4
الأساسية	al-asāsīyah	4
ميسلون	Maysalūn	4
المحفل	al-Maḥfal	4
الحأري	al-Ḥaʼirī	4
الصهيونية	al-Ṣihyūnīyah	4
المحمود	al-Maḥmūd	4
الآفاق	al-āfāq	4
وتراجم	wa-tarājim	4
الجيزة	al-Jīzah	4
الجيب	al-jayb	4
مدن	Mudun	4
الصنهاجي	al-Ṣanhājī	4
ارجوزة	Urjūzat	4
الصناعات	al-ṣināʻāt	4
أميني	Amīnī	4
الكافية	al-kāfiyah	4
والفتيا	wa-al-futyā	4
ظهير	Ẓahīr	4
ووصف	wa-waṣf	4
history	history	4
قيمة	qayyimah	4
قيل	qīla	4
الإسرائيلية	al-Isrāʼīlīyah	4
دفع	dafʻ	4
بيطار	Bayṭār	4
عليمي	ʻUlaymī	4
قيام	qiyām	4
ووسائل	wa-wasāʼil	4
جمهور	Jumhūr	4
597	597	4
الاخاء	al-Ikhāʼ	4
واليوم	wa-al-yawm	4
ظافر	Ẓāfir	4
بوثائق	bi-wathāʼiq	4
سكة	Sikkat	4
كافية	Kāfiyah	4
سكاكي	Sakkākī	4
فرنسوا	François	4
الاشتقاق	al-ishtiqāq	4
ظله	ẓillahu	4
سعفان	Saʻfān	4
فرنكو	Frankū	4
الاحصاء	al-Iḥṣāʼ	4
جهاد	Jihād	4
كارثة	Kārithat	4
يظلهم	yaẓilluhum	4
واللهجات	wa-al-lahajāt	4
جنون	Jannūn	4
عليخان	ʻAlīkhān	4
جليلة	jalīlah	4
الأنبارى	al-Anbārī	4
والعقود	wa-al-ʻuqūd	4
دهني	Duhnī	4
عالمية	ʻālamīyah	4
قنبور	Qanbūr	4
الأوزاعي	al-Awzāʻī	4
دواني	Dawwānī	4
قناة	Qanāt	4
تارخ	tārk̄h	4
والمعاد	wa-al-maʻād	4
وملاحظات	wa-mulāḥaẓāt	4
سبائك	Sabāʼik	4
جفري	Jifrī	4
تاريخها	tārīkhihā	4
45	45	4
والعصر	wa-al-ʻaṣr	4
جسوس	Jassūs	4
سامح	Sāmiḥ	4
ومكتبة	wa-Maktabat	4
جليلي	Jalīlī	4
سبط	Sibṭ	4
سجستاني	Sijistānī	4
سراقة	Surāqah	4
الأميني	al-Amīnī	4
قول	Qawl	4
ووثائق	wa-wathāʼiq	4
بيير	Pierre	4
قوزما	Qūzmā	4
جماعيلي	Jammāʻīlī	4
عارضه	ʻāraḍahu	4
والمعاصرين	wa-al-muʻāṣarīn	4
عاصمة	ʻāṣimat	4
1880	1880	4
عاقل	ʻĀqil	4
سبعة	sabʻat	4
والسير	wa-al-siyar	4
سكيرج	Sukayrij	4
البشائر	al-bashāʼir	4
بهيج	Bahīj	4
148	148	4
سند	Sanad	4
بلد	balad	4
دحية	Diḥyah	4
بلدية	Baladīyat	4
والوجود	wa-al-wujūd	4
والعوامل	wa-al-ʻawāmil	4
دراز	Darāz	4
جيجلي	Jayjalī	4
سميكة	Simaykah	4
بليهد	Balīhad	4
الإحكام	al-Iḥkām	4
دراسة-مختارات	dirāsah-mukhtārāt	4
كشكي	Kishkī	4
پ	P	4
دجيلي	Dujaylī	4
فرائض	farāʼiḍ	4
سورة	Sūrat	4
سودانية	Sūdānīyah	4
publsiher	publisher	4
بقلمه	bi-qalamihi	4
كليات	Kullīyāt	4
الاثنى	al-Ithná	4
الاثني	al-Ithnay	4
بكتاب	bi-kitāb	4
فرات	Furāt	4
الاجارة	al-ijārah	4
بكشف	bi-kashf	4
الأولياء	al-awliyāʼ	4
يسى	Yassá	4
سنية	Sanīyah	4
دبس	Dibs	4
دثر	dathar	4
سميا	Samyā	4
كساب	Kassāb	4
سمو	sumūw	4
البصريين	al-Baṣrīyīn	4
الإسكندري	al-Iskandarī	4
كتبت	kutibat	4
ومعرفة	wa-maʻrifat	4
والمقابلة	wa-al-muqābalah	4
664	664	4
دستغيب	Dastʹghayb	4
٦	6	4
سلسلۀ	Silsilah-ʼi	4
بهبهاني	Bahbahānī	4
فرفور	Farfūr	4
ومقابلة	wa-muqābalat	4
دشتي	Dashtī	4
سلامه	Salāmah	4
وبرامج	wa-barāmij	4
الاحتياج	al-iḥtiyāj	4
والسداد	wa-al-Sidād	4
ٱ	A	4
بمهمات	bi-muhimmāt	4
بمجلس	bi-Majlis	4
سم	Summ	4
فرحات	Farḥāt	4
الاشموني	al-Ushmūnī	4
ٱية	Āyat	4
فرحون	Farḥūn	4
درجات	Darajāt	4
p	p	4
فرع	farʻ	4
الاشعري	al-Ashʻarī	4
كردي	Kurdī	4
T	T	4
no	no	4
دروزه	Darwazah	4
طهراني	Ṭihrānī	4
بمناظرة	bi-munāẓarat	4
قليل	qalīl	4
جزي	Juzayy	4
27	27	4
عرفان	ʻIrfān	4
ونادرة	wa-nādirat	4
1960	1960	4
قباني	Qabbānī	4
تعيين	taʻyīn	4
فواز	Fawwāz	4
البارونية	al-Bārūnīyah	4
الاردنية	al-Urdunīyah	4
رواد	ruwwād	4
قانونا	qānūnan	4
الارسوزي	al-Arsūzī	4
عريان	ʻIryān	4
البارقي	al-Bāriqī	4
وباريس	wa-Bārīs	4
تفليس	Taflīs	4
الأهواء	al-ahwāʼ	4
قبرص	Qubruṣ	4
الاستعمارية	al-istiʻmārīyah	4
رافعى	Rāfiʻī	4
تعديل	taʻdīl	4
تطورها	taṭawwuruhā	4
عراقية	ʻIrāqīyah	4
والمجالس	wa-al-majālis	4
قتل	qatl	4
عظوم	ʻAẓẓūm	4
الاوربي	al-Ūrubbī	4
الاوربية	al-Ūrubbīyah	4
الاستغاثة	al-istighāthah	4
Sc	Sc	4
الباطل	al-bāṭil	4
29	29	4
ثقافة	Thaqāfah	4
والمجتهدين	wa-al-mujtahidīn	4
فواتح	Fawātiḥ	4
1958	1958	4
عريم	ʻUraym	4
رفقي	Rifqī	4
قلي	Qulī	4
راية	rāyat	4
Volumes	Volumes	4
عضد	ʻAḍud	4
1981	1981	4
والمختصر	wa-al-mukhtaṣar	4
تمهيد	Tamhīd	4
1984	1984	4
توزري	Tawzarī	4
1986	1986	4
1990	1990	4
تنسر	Tansar	4
فيضي	Fayḍī	4
عصام	ʻIṣām	4
الايرانية	al-Īrānīyah	4
تهران	Tihrān	4
توماس	Thomas	4
الازموري	al-Azmūrī	4
1970	and	4
فوق	fawqa	4
قاعدة	Qāʻidah	4
تقدير	taqdīr	4
رفاعة	Rifāʻah	4
عطاردي	ʻAṭāridī	4
قاسمي	Qāsimī	4
رغيف	Rughayf	4
قاري	Qārī	4
فولكلورية	Fūlklūriyah	4
والمحاسب	wa-al-muḥāsib	4
الأهالي	al-Ahālī	4
1975	1975	4
تكوين	takwīn	4
ق	Q	4
تلحوق	Talḥūq	4
قدرية	Qadrīyah	4
الاربعون	al-Arbaʻūn	4
ونفعنا	wa-nafaʻanā	4
ينابيع	Yanābīʻ	4
ديوهجي	Daywahʹchī	4
1909	1909	4
والشهادة	wa-al-shahādah	4
قطان	Qaṭṭān	4
تحذير	taḥdhīr	4
1910	1910	4
P	P	4
قضاة	quḍāt	4
تحصيل	taḥṣīl	4
جدعون	Jadʻūn	4
1915	1915	4
1918	1918	4
الانقلاب	al-inqilāb	4
قسطلاني	Qasṭallānī	4
وهبه	Wahbah	4
تربية	tarbiyat	4
قزح	Quzaḥ	4
البدر	al-Badr	4
ديني	dīnī	4
1905	1905	4
سائح	sāʼiḥ	4
عامها	ʻāmihā	4
والشروح	wa-al-shurūḥ	4
قلقشندي	Qalqashandī	4
سادسة	sādisah	4
ديسمبر	Dīsambir	4
جريديني	Juraydīnī	4
تبحث	tabḥathu	4
علام	ʻAllām	4
وهما	wa-humā	4
41	41	4
تبسيط	tabsīṭ	4
البدوي	al-Badawī	4
علايلي	ʻAlāyilī	4
تتضمن	tataḍammanu	4
البدو	al-Badw	4
قطوف	Quṭūf	4
يلزم	yalzam	4
جبارة	Jabārah	4
يمين	Yamīn	4
والصحافة	wa-al-Ṣiḥāfah	4
فنية	fannīyah	4
R	R	4
جائزة	Jāʼizat	4
ونقله	wa-naqalahu	4
والمسائل	wa-al-masāʼil	4
الباكي	al-bākī	4
تشريعية	tashrīʻīyah	4
ثيوفانس	Thiyūfānus	4
عديدة	ʻadīdah	4
روفائيل	Rūfāʼīl	4
فهارسها	fahārisahā	4
رابعة	rābiʻah	4
عفى	ʻafá	4
الباكستان	al-Bākistān	4
قدس	qaddasa	4
ثمار	Thimār	4
1941	1941	4
1940	1940	4
ذو	dhū	4
الاهلي	al-ahlī	4
قريش	Quraysh	4
زقلمة	Zaqlamah	4
جاورجيوس	Jāwurjiyūs	4
جامعية	Jāmiʻīyah	4
والشيعة	wa-al-Shīʻah	4
زراعة	zirāʻat	4
تزوير	tazwīr	4
فليكس	Filīks	4
ريشة	Rīshah	4
زبارة	Zabārah	4
تسع	Tisʻ	4
زاهدة	Zāhidah	4
جاماتي	Jāmātī	4
البترول	al-batrūl	4
رؤبة	Ruʼbah	4
قراءة	qirāʼat	4
رؤوس	ruʼūs	4
بفضائل	bi-faḍāʼil	4
سلمي	Sulamī	4
الاملي	al-Āmulī	4
بديعي	Badīʻī	4
غيب	ghayb	4
بالمملكة	bi-al-Mamlakah	4
الإنجليزية	al-Injlīzīyah	4
البينات	al-bayyināt	4
لتاج	li-Tāj	4
لة	lah	4
صنعه	ṣanaʻahu	4
بالهند	bi-al-Hind	4
بالوطواط	bi-al-Waṭwāṭ	4
الإشارة	al-ishārah	4
حفظه	ḥafiẓahu	4
حفص	Ḥafṣ	4
لبابيدي	Labābīdī	4
خضير	Khuḍayr	4
لانتصار	li-Intiṣār	4
البيضاء	al-bayḍāʼ	4
حضرموت	Ḥaḍramawt	4
حفلة	ḥaflat	4
حققته	ḥaqqaqathu	4
شنبور	Shanbūr	4
Egypte	Egypte	4
غلامي	Ghulāmī	4
ومحررها	wa-muḥarriruhā	4
بالمتحف	bi-al-Matḥaf	4
بالمحاكم	bi-al-maḥākim	4
الإنتاج	al-Intāj	4
والخبر	wa-al-khabar	4
Beirut	Beirut	4
لتعليم	li-taʻlīm	4
ي	Y	4
الة	Allah	4
صلوات	ṣalawāt	4
خدوري	Khaddūrī	4
الالفية	al-Alfīyah	4
صيف	ṣayf	4
1302	1302	4
بحلية	bi-Ḥilyat	4
والمياه	wa-al-miyāh	4
الامالي	al-Amālī	4
خلوسي	Khulūsị̄	4
شبل	Shibl	4
لإسماعيل	li-Ismāʻīl	4
خليفه	Khalīfah	4
شبرا	Shubrā	4
y	y	4
فاس	Fās	4
بخير	bi-khayr	4
Ibn	Ibn	4
خمس	khams	4
طال	Ṭālib	4
الاعجاز	al-iʻjāz	4
v	v	4
بحلوان	bi-Ḥulwān	4
ط	Ṭ	4
البيروتي	al-Bayrūtī	4
والخليل	wa-al-Khalīl	4
عويضة	ʻUwayḍah	4
يحيي	Yaḥyá	4
الالمانية	al-Almānīyah	4
ضباع	Ḍabbāʻ	4
لالفاظ	li-alfāẓ	4
ومديرها	wa-mudīrihā	4
الإسماعيلية	al-Ismāʻīlīyah	4
ضبط	ḍabṭ	4
شبيبي	Shabībī	4
حسينعلي	Ḥusayn-ʻAlī	4
بثينة	Buthaynah	4
والقضاء	wa-al-qaḍāʼ	4
الاكرم	al-akram	4
الإمامين	al-imāmayn	4
غفريل	Ghafrīl	4
باقي	Bāqī	4
لعالم	li-ʻālam	4
لطيف	laṭīf	4
غرام	Gharām	4
لطلاب	li-ṭullāb	4
والفهارس	wa-al-fahāris	4
الإثني	al-ithnay	4
لصحيح	li-ṣaḥīḥ	4
صالحي	Ṣāliḥī	4
والقافية	wa-al-qāfiyah	4
صاحبة	ṣāḥibat	4
والنفس	wa-al-nafs	4
بالإنجليزية	bi-al-Injlīzīyah	4
والحسن	wa-al-Ḥasan	4
کورکيس	Kūrkīs	4
غراب	Ghurāb	4
صراف	Ṣarrāf	4
حميده	Ḥamīdah	4
والحشر	wa-al-ḥashr	4
الاقاويل	al-aqāwīl	4
صحيفة	Ṣaḥīfah	4
Cover	Cover	4
صحح	Ṣuḥḥiḥa	4
باء	bāʼ	4
صحبة	ṣuḥbat	4
باباني	Bābānī	4
حوادثها	ḥawādithuhā	4
صدى	Ṣadá	4
وبها	wa-bi-hā	4
حويزي	Ḥuwayzī	4
صبان	Ṣabbān	4
صباغ	ṣibāgh	4
والفوائد	wa-al-fawāʼid	4
والنقل	wa-al-naql	4
بالاشتراك	bi-al-ishtirāk	4
لجمال	li-Jamāl	4
لدرس	li-dars	4
التاجر	al-tājir	4
بالخرطوم	bi-al-Kharṭūm	4
شورى	Shūrá	4
الاقليم	al-Iqlīm	4
الاقوال	al-aqwāl	4
والقبائل	wa-al-qabāʼil	4
بالشابشتي	bi-al-Shābushtī	4
خاقان	Khāqān	4
التائه	al-tāʼih	4
ومحاضرات	wa-muḥāḍarāt	4
حلواني	Ḥalawānī	4
لحظ	Laḥẓ	4
شواربي	Shawāribī	4
والفلكية	wa-al-falakīyah	4
والحكماء	wa-al-ḥukamāʼ	4
شومان	Shūmān	4
خ	K	4
غبريل	Ghabrīl	4
صعيدي	Ṣaʻīdī	4
خاتون	Khātūn	4
بالتجارة	bi-al-tijārah	4
Dr	Dr	4
صفاء	Ṣafāʼ	4
الإقطاعية	al-Iqṭāʻīyah	4
شيبان	Shaybān	4
والقاهرة	wa-al-Qāhirah	4
حماسة	Ḥamāsah	4
والحقوق	wa-al-ḥuqūq	4
بالجيزة	bi-al-Jīzah	4
والنصوص	wa-al-nuṣūṣ	4
شيبي	Shaybī	4
لزين	li-Zayn	4
غصوب	Ghuṣṣūb	4
بديعة	badīʻah	4
بتحقيقها	bi-taḥqīqihā	4
والكتاب	wa-al-kitāb	4
1325	1325	4
پور	Pūr	4
طحاوي	Ṭaḥāwī	4
شار	Shārr	4
فخار	Fakhār	4
الاطهار	al-aṭhār	4
يستحق	yastaḥiqqu	4
بضبطه	bi-ḍabṭihi	4
داغي	Dāghī	4
خورشيد	Khūrshīd	4
طرائف	Ṭarāʼif	4
برسوم	Barsūm	4
الابحاث	al-Abḥāth	4
LA	LA	4
بطليوسي	Baṭalyawsī	4
دانش	dānish	4
دانشگاه	Dānishgāh	4
حالاً	ḥālan	4
سويف	Suwayf	4
الاصلية	al-aṣlīyah	4
بطاركة	baṭārikat	4
بروجردى	Burūjirdī	4
حديثة	ḥadīthah	4
الاصولية	al-uṣūlīyah	4
بريل	Brīl	4
ses	ses	4
طبسي	Ṭabasī	4
يزدى	Yazdī	4
البلخي	al-Balkhī	4
كيران	Kīrān	4
حبان	Ḥibbān	4
الابطال	al-abṭāl	4
الابياري	Ibyārī	4
پير	Pīr	4
فحول	Fuḥūl	4
داقوقي	Dāqūqī	4
والدول	wa-al-duwal	4
1349	1349	4
سيرته	sīratuhu	4
حراني	Ḥarrānī	4
شابي	Shābbī	4
الابيات	al-abyāt	4
sur	sur	4
البهبهاني	al-Bahbahānī	4
La	La	4
ومشاهدات	wa-mushāhadāt	4
البهبودي	al-Bahbūdī	4
حركة	Ḥarakat	4
كوستا	Kūstā	4
والفتن	wa-al-fitan	4
1347	1347	4
دارغوث	Dārghawth	4
الاتقان	al-Itqān	4
حروب	Ḥurūb	4
وبعده	wa-baʻdahu	4
John	John	4
الأموال	al-Amwāl	4
لأحاديث	li-aḥādīth	4
يرويه	yarwīhi	4
الامثال	al-Amthāl	4
البهجة	al-Bahjah	4
چاپخانهى	Chāpkhāneh-yi	4
لأخبار	li-akhbār	4
خوانساري	Khuwānsārī	4
Introduction	Introduction	4
الابحر	al-abḥur	4
فان	Van	4
son	son	4
كميت	Kumayt	4
البلغة	al-Bulghah	4
شاهد	shāhid	4
فاكهة	Fākihat	4
الامتيازات	al-imtiyāzāt	4
برخصة	Bi-rukhṣat	4
1372	1372	4
والقوافي	wa-al-qawāfī	4
فاضلي	Fāḍilī	4
احتفال	iḥtifāl	3
وشعره	wa-shiʻruhu	3
دام	dāma	3
خالدة	khālidah	3
العرف	al-ʻarf	3
وزين	wa-zayn	3
إمتياز	imtiyāz	3
منبع	Manbaʻ	3
يسمى	yusammá	3
احدب	Aḥdab	3
الفارس	al-fāris	3
وشارك	wa-shāraka	3
الفلسطيني	al-Filasṭīnī	3
عفا	ʻafā	3
الغزو	al-ghazw	3
راجع	rājaʻa	3
معيبد	Muʻaybid	3
راجي	Rājī	3
دارك	Dārk	3
Bouyges	Bouyges	3
دردير	Dardīr	3
معيار	Miʻyār	3
3000	3000	3
درزية	Durzīyah	3
الغسق	al-ghasaq	3
691-751	691-751	3
غايوس	Gaius	3
مقدمتان	Muqaddimatān	3
وزيادات	wa-ziyādāt	3
الغضبان	al-Ghaḍbān	3
علينا	ʻalaynā	3
الفاتحة	al-Fātiḥah	3
رحلتي	Riḥlatī	3
الفوايد	al-fawāyid	3
وزاد	wa-zāda	3
مقررات	Muqarrarāt	3
غرايبه	Gharāybah	3
الفؤاد	al-fuʼād	3
العديدة	al-ʻadīdah	3
حىدر	Ḥaydar	3
الفؤادي	al-Fuʼādī	3
رثاء	rithāʼ	3
الفهارس	al-fahāris	3
داهري	Dāhirī	3
الغيبية	al-ghaybīyah	3
الغيبة	al-Ghaybah	3
العجلوني	al-ʻAjlūnī	3
منظومه	Manẓūmah	3
حور	ḥawar	3
عصبة	ʻUṣbat	3
حوران	Ḥawrān	3
الفوز	al-Fawz	3
العرش	al-ʻarsh	3
يسن	Yāsīn	3
وزراء	wuzarāʼ	3
منزوى	Munzavī	3
حياتهم	ḥayātuhum	3
منزل	manzil	3
الفنان	al-fannān	3
الفائدة	al-fāʼidah	3
منحة	minḥat	3
العربية-الإسبانية	al-ʻArabīyah-al-Isbānīyah	3
حيوس	Ḥayyūs	3
رالف	Ralph	3
مقنعة	Muqniʻah	3
العرد	al-ʻarud	3
عمري	ʻUmarī	3
حياتنا	Ḥayātunā	3
مقصود	Maqṣūd	3
غرامي	Gharāmī	3
ربوع	rubūʻ	3
268	268	3
ربع	rubʻ	3
وشهور	wa-shuhūr	3
رباعياته	rubāʻīyātuhu	3
رأي	raʼy	3
يجوز	yajūz	3
Ankara	Ankara	3
ملخصة	mulakhkhaṣah	3
يختص	yakhtaṣṣu	3
العيان	al-ʻiyān	3
الفرنسوية	al-Fransāwīyah	3
خفاجى	Khafājī	3
Alexandria	Alexandria	3
دوان	Diwān	3
مفيدة	mufīdah	3
اتخذت	ittukhidhat	3
542	542	3
دمياطي	Dimyāṭī	3
وسلوة	wa-salwat	3
دموع	Dumūʻ	3
الفرقتين	al-firqatayn	3
علوجي	ʻAlwachī	3
الفصل	al-faṣl	3
مقتطف	Muqtaṭaf	3
الفصحى	al-fuṣḥá	3
مقتضب	Muqtaḍab	3
مليباري	Malībārī	3
إنعقاد	inʻiqād	3
العيني	al-ʻAynī	3
علماً	ʻilman	3
دعوة	Daʻwat	3
العيسمي	al-ʻAysamī	3
58	58	3
مقابلة	muqābalah	3
معين	Muʻīn	3
دكنز	Dickens	3
دكتورة	duktūrah	3
الفرائض	al-farāʼiḍ	3
العمرية	al-ʻUmarīyah	3
دفتردار	Daftardār	3
خمسون	Khamsūn	3
دقماق	Duqmāq	3
الفخر	al-Fakhr	3
خنساء	Khansāʼ	3
العمومي	al-ʻumūmī	3
خوانسارى	Khvānsārī	3
مكية	Makkīyah	3
يذكر	yudhkar	3
العوائد	al-ʻawāʼid	3
الفرس	al-Furs	3
مقارن	muqāran	3
عوا	ʻAwwā	3
وسنة	wa-sanat	3
عهدها	ʻahdihā	3
يدلي	yudlī	3
العلياري	al-ʻAlyārī	3
وسورية	wa-Sūrīyah	3
الفتوى	al-Fatwá	3
العليل	al-ʻalīl	3
العليم	al-ʻAlīm	3
ملاحق	malāḥiq	3
العمالية	al-ʻummālīyah	3
خلوصي	Khulūṣī	3
421	421	3
الفقيد	al-faqīd	3
عقاب	ʻIqāb	3
330	330	3
ابتداء	ibtidāʼ	3
ذوات	dhawāt	3
ابناء	abnāʼ	3
ذم	Dhamm	3
اجنبية	ajnabīyah	3
مغلبية	Maghlabīyah	3
ابنة	Ibnat	3
خرد	kharad	3
خرشي	Kharshī	3
وسير	wa-siyar	3
626	626	3
معيني	Muʻaynī	3
الفكيكي	al-Fukaykī	3
العسلي	al-ʻAsalī	3
673	673	3
الغرباء	al-ghurabāʼ	3
غارسيا	Garcia	3
خبير	khabīr	3
عما	ʻammā	3
احتجاج	Iḥtijāj	3
غابة	Ghābat	3
العشرية	al-ʻishrīyah	3
غ	G	3
الفعل	al-fiʻl	3
ذكراه	dhikrāhu	3
عكاشة	ʻUkāshah	3
وسجع	wa-sajʻ	3
الفالحين	al-Fāliḥīn	3
العقيان	al-ʻiqyān	3
العقيقي	al-ʻAqīqī	3
العكبري	al-ʻUkbarī	3
403	403	3
إنجلترا	Injiltrā	3
دعائم	Daʻāʼim	3
ممالك	Mamālik	3
إندونيسيا	Indūnīsiyā	3
عيان	ʻiyān	3
العلاف	al-ʻAllāf	3
الفضة	al-fiḍḍah	3
650	650	3
وستين	wa-sittīn	3
الغاية	al-Ghāyah	3
ذخاير	Dhakhāyir	3
العطاردي	al-ʻAṭāridī	3
يساعد	yusāʻid	3
عيسمي	ʻAysamī	3
اجتماع	ijtimāʻ	3
الغايات	al-ghāyāt	3
ديوهچي	Daywahʹchī	3
اجتاز	ijtāza	3
661-728	661-728	3
خسر	khasira	3
عبودية	ʻubūdīyat	3
2000	2000	3
السوپرمن	al-sūpirman	3
السويدية	al-Suwaydīyah	3
السويدي	al-Suwaydī	3
السويداء	al-Suwaydāʼ	3
سيفي	Sayfī	3
1343	1343	3
اشارات	Ishārāt	3
سيناء	Sīnāʼ	3
سيوطى	Suyūṭī	3
سپهر	Sipihr	3
السياب	al-Sayyāb	3
السيارات	al-sayyārāt	3
السيارة	al-sayyārah	3
1348	1348	3
وحياته	wa-ḥayātihi	3
اشتقاق	Ishtiqāq	3
سيرافي	Sīrāfī	3
نصور	Naṣṣūr	3
السيرا	al-sīrā	3
نصوح	Naṣūḥ	3
السيرافي	al-Sīrāfī	3
1350	1350	3
1355	1355	3
اشموني	Ushmūnī	3
السنوية	al-sanawīyah	3
